#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt0,#meta+ERROR+adm3+code+v_pcode,#meta+ERROR+adm3+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#meta+ERROR+adm2+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:450:3:11101001,11101001,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11101001,1603:45:16:450:3:11101001,1er Arrondissement,MG11101001,,,,1er Arrondissement,MG11101001A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:11107150,11107150,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11107,1603:45:16:450:3:11107150,Betatao,MG11107150,,,,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:11107170,11107170,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11107,1603:45:16:450:3:11107170,Alakamisy,MG11107170,,,,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:11107190,11107190,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11107,1603:45:16:450:3:11107190,Analaroa,MG11107190,,,,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:11107211,11107211,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11107,1603:45:16:450:3:11107211,Antanetibe,MG11107211,,,,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:11107212,11107212,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11107,1603:45:16:450:3:11107212,Belanitra,MG11107212,,,,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:11107230,11107230,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11107,1603:45:16:450:3:11107230,Ambatomanoina,MG11107230,,,,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:11107250,11107250,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11107,1603:45:16:450:3:11107250,Amparatanjona,MG11107250,,,,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:11107270,11107270,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11107,1603:45:16:450:3:11107270,Amboasary Nord,MG11107270,,,,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:11107290,11107290,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11107,1603:45:16:450:3:11107290,Androvakely,MG11107290,,,,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:11107310,11107310,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11107,1603:45:16:450:3:11107310,Ambohibary Vohilena,MG11107310,,,,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:11107330,11107330,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11107,1603:45:16:450:3:11107330,Ambohimirary,MG11107330,,,,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:11107350,11107350,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11107,1603:45:16:450:3:11107350,Marotsipoy,MG11107350,,,,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:11107370,11107370,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11107,1603:45:16:450:3:11107370,Beronono,MG11107370,,,,Anjozorobe,MG11107,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:11115010,11115010,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11115,1603:45:16:450:3:11115010,Andramasina,MG11115010,,,,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:11115031,11115031,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11115,1603:45:16:450:3:11115031,Sabotsy Ambohitromby,MG11115031,,,,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:11115032,11115032,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11115,1603:45:16:450:3:11115032,Andohariana,MG11115032,,,,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:11115050,11115050,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11115,1603:45:16:450:3:11115050,Mandrosoa,MG11115050,,,,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:11115071,11115071,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11115,1603:45:16:450:3:11115071,Alatsinainy Bakaro,MG11115071,,,,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:11115072,11115072,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11115,1603:45:16:450:3:11115072,Antotohazo,MG11115072,,,,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:11115091,11115091,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11115,1603:45:16:450:3:11115091,Ambohimiadana,MG11115091,,,,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:11115092,11115092,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11115,1603:45:16:450:3:11115092,Tankafatra,MG11115092,,,,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:11115110,11115110,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11115,1603:45:16:450:3:11115110,Alarobia Vatosola,MG11115110,,,,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:11115130,11115130,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11115,1603:45:16:450:3:11115130,Fitsinjovana Bakaro,MG11115130,,,,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:11115150,11115150,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11115,1603:45:16:450:3:11115150,Sabotsy Manjakavahoaka,MG11115150,,,,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:11115170,11115170,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11115,1603:45:16:450:3:11115170,Anosibe Trimoloharano,MG11115170,,,,Andramasina,MG11115,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:11117011,11117011,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11117,1603:45:16:450:3:11117011,Ampitatafika,MG11117011,,,,Antananarivo Atsimondrano,MG11117,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:11117012,11117012,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11117,1603:45:16:450:3:11117012,Anosizato Andrefana,MG11117012,,,,Antananarivo Atsimondrano,MG11117,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:11117030,11117030,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11117,1603:45:16:450:3:11117030,Andranonahoatra,MG11117030,,,,Antananarivo Atsimondrano,MG11117,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:11117050,11117050,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11117,1603:45:16:450:3:11117050,Ambohidrapeto,MG11117050,,,,Antananarivo Atsimondrano,MG11117,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:11117070,11117070,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11117,1603:45:16:450:3:11117070,Bemasoandro,MG11117070,,,,Antananarivo Atsimondrano,MG11117,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:11117090,11117090,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11117,1603:45:16:450:3:11117090,Fiombonana,MG11117090,,,,Antananarivo Atsimondrano,MG11117,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:11117110,11117110,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11117,1603:45:16:450:3:11117110,Itaosy,MG11117110,,,,Antananarivo Atsimondrano,MG11117,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:11117130,11117130,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11117,1603:45:16:450:3:11117130,Ambavahaditokana,MG11117130,,,,Antananarivo Atsimondrano,MG11117,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:11117150,11117150,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11117,1603:45:16:450:3:11117150,Tanjombato,MG11117150,,,,Antananarivo Atsimondrano,MG11117,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:11117170,11117170,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11117,1603:45:16:450:3:11117170,Andoharanofotsy,MG11117170,,,,Antananarivo Atsimondrano,MG11117,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:11117190,11117190,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11117,1603:45:16:450:3:11117190,Ankaraobato,MG11117190,,,,Antananarivo Atsimondrano,MG11117,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:11117210,11117210,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11117,1603:45:16:450:3:11117210,Soalandy,MG11117210,,,,Antananarivo Atsimondrano,MG11117,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:11117230,11117230,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11117,1603:45:16:450:3:11117230,Antanetikely,MG11117230,,,,Antananarivo Atsimondrano,MG11117,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:11117250,11117250,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11117,1603:45:16:450:3:11117250,Alatsinainy Ambazaha,MG11117250,,,,Antananarivo Atsimondrano,MG11117,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:11117270,11117270,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11117,1603:45:16:450:3:11117270,Ampanefy,MG11117270,,,,Antananarivo Atsimondrano,MG11117,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:11117290,11117290,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11117,1603:45:16:450:3:11117290,Ankadimanga,MG11117290,,,,Antananarivo Atsimondrano,MG11117,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:11117311,11117311,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11117,1603:45:16:450:3:11117311,Fenoarivo,MG11117311,,,,Antananarivo Atsimondrano,MG11117,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:11117312,11117312,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11117,1603:45:16:450:3:11117312,Alakamisy Fenoarivo,MG11117312,,,,Antananarivo Atsimondrano,MG11117,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:11117330,11117330,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11117,1603:45:16:450:3:11117330,Soavina,MG11117330,,,,Antananarivo Atsimondrano,MG11117,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:11117350,11117350,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11117,1603:45:16:450:3:11117350,Ambohijanaka,MG11117350,,,,Antananarivo Atsimondrano,MG11117,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:11117370,11117370,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11117,1603:45:16:450:3:11117370,Ampahitrosy,MG11117370,,,,Antananarivo Atsimondrano,MG11117,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:11117390,11117390,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11117,1603:45:16:450:3:11117390,Bongatsara,MG11117390,,,,Antananarivo Atsimondrano,MG11117,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:11117410,11117410,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11117,1603:45:16:450:3:11117410,Androhibe,MG11117410,,,,Antananarivo Atsimondrano,MG11117,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:11117430,11117430,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11117,1603:45:16:450:3:11117430,Tsiafahy,MG11117430,,,,Antananarivo Atsimondrano,MG11117,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:11117450,11117450,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11117,1603:45:16:450:3:11117450,Ambalavao,MG11117450,,,,Antananarivo Atsimondrano,MG11117,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:11117470,11117470,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11117,1603:45:16:450:3:11117470,Ambatofahavalo,MG11117470,,,,Antananarivo Atsimondrano,MG11117,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:12108001,12108001,1603:45:16:450:0,1603:45:16:450:1:12,1603:45:16:450:2:12108,1603:45:16:450:3:12108001,Antsenakely Andraikiba,MG12108001,,,,Antsirabe I,MG12108,Vakinankaratra,MG12,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:12108002,12108002,1603:45:16:450:0,1603:45:16:450:1:12,1603:45:16:450:2:12108,1603:45:16:450:3:12108002,Ampatana Mandriankeniheny,MG12108002,,,,Antsirabe I,MG12108,Vakinankaratra,MG12,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:12108003,12108003,1603:45:16:450:0,1603:45:16:450:1:12,1603:45:16:450:2:12108,1603:45:16:450:3:12108003,Soamalaza Mahatsinjo,MG12108003,,,,Antsirabe I,MG12108,Vakinankaratra,MG12,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:12108004,12108004,1603:45:16:450:0,1603:45:16:450:1:12,1603:45:16:450:2:12108,1603:45:16:450:3:12108004,Antsirabe Afovoany Atsinanana,MG12108004,,,,Antsirabe I,MG12108,Vakinankaratra,MG12,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:12108005,12108005,1603:45:16:450:0,1603:45:16:450:1:12,1603:45:16:450:2:12108,1603:45:16:450:3:12108005,Manodidina Ny Gara Ambilombe,MG12108005,,,,Antsirabe I,MG12108,Vakinankaratra,MG12,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:12108006,12108006,1603:45:16:450:0,1603:45:16:450:1:12,1603:45:16:450:2:12108,1603:45:16:450:3:12108006,Mahazoarivo Avarabohitra,MG12108006,,,,Antsirabe I,MG12108,Vakinankaratra,MG12,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:12109010,12109010,1603:45:16:450:0,1603:45:16:450:1:12,1603:45:16:450:2:12109,1603:45:16:450:3:12109010,Betafo,MG12109010,,,,Betafo,MG12109,Vakinankaratra,MG12,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:12109030,12109030,1603:45:16:450:0,1603:45:16:450:1:12,1603:45:16:450:2:12109,1603:45:16:450:3:12109030,Andranomafana,MG12109030,,,,Betafo,MG12109,Vakinankaratra,MG12,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:12109050,12109050,1603:45:16:450:0,1603:45:16:450:1:12,1603:45:16:450:2:12109,1603:45:16:450:3:12109050,Mandritsara,MG12109050,,,,Betafo,MG12109,Vakinankaratra,MG12,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:12109070,12109070,1603:45:16:450:0,1603:45:16:450:1:12,1603:45:16:450:2:12109,1603:45:16:450:3:12109070,Alakamisy Anativato,MG12109070,,,,Betafo,MG12109,Vakinankaratra,MG12,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:12109090,12109090,1603:45:16:450:0,1603:45:16:450:1:12,1603:45:16:450:2:12109,1603:45:16:450:3:12109090,Antsoso,MG12109090,,,,Betafo,MG12109,Vakinankaratra,MG12,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:12109110,12109110,1603:45:16:450:0,1603:45:16:450:1:12,1603:45:16:450:2:12109,1603:45:16:450:3:12109110,Tritriva,MG12109110,,,,Betafo,MG12109,Vakinankaratra,MG12,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:12109130,12109130,1603:45:16:450:0,1603:45:16:450:1:12,1603:45:16:450:2:12109,1603:45:16:450:3:12109130,Soavina,MG12109130,,,,Betafo,MG12109,Vakinankaratra,MG12,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:12109150,12109150,1603:45:16:450:0,1603:45:16:450:1:12,1603:45:16:450:2:12109,1603:45:16:450:3:12109150,Manohisoa,MG12109150,,,,Betafo,MG12109,Vakinankaratra,MG12,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:12109170,12109170,1603:45:16:450:0,1603:45:16:450:1:12,1603:45:16:450:2:12109,1603:45:16:450:3:12109170,Ambatonikolahy,MG12109170,,,,Betafo,MG12109,Vakinankaratra,MG12,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:12109190,12109190,1603:45:16:450:0,1603:45:16:450:1:12,1603:45:16:450:2:12109,1603:45:16:450:3:12109190,Antohobe,MG12109190,,,,Betafo,MG12109,Vakinankaratra,MG12,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:12109211,12109211,1603:45:16:450:0,1603:45:16:450:1:12,1603:45:16:450:2:12109,1603:45:16:450:3:12109211,Mahaiza,MG12109211,,,,Betafo,MG12109,Vakinankaratra,MG12,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:12109212,12109212,1603:45:16:450:0,1603:45:16:450:1:12,1603:45:16:450:2:12109,1603:45:16:450:3:12109212,Anosiarivo Manapa,MG12109212,,,,Betafo,MG12109,Vakinankaratra,MG12,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:12109230,12109230,1603:45:16:450:0,1603:45:16:450:1:12,1603:45:16:450:2:12109,1603:45:16:450:3:12109230,Alakamisy Marososona,MG12109230,,,,Betafo,MG12109,Vakinankaratra,MG12,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:12109250,12109250,1603:45:16:450:0,1603:45:16:450:1:12,1603:45:16:450:2:12109,1603:45:16:450:3:12109250,Ambohimanambola,MG12109250,,,,Betafo,MG12109,Vakinankaratra,MG12,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:12109270,12109270,1603:45:16:450:0,1603:45:16:450:1:12,1603:45:16:450:2:12109,1603:45:16:450:3:12109270,Ambohimasina,MG12109270,,,,Betafo,MG12109,Vakinankaratra,MG12,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:12109290,12109290,1603:45:16:450:0,1603:45:16:450:1:12,1603:45:16:450:2:12109,1603:45:16:450:3:12109290,Inanantonana,MG12109290,,,,Betafo,MG12109,Vakinankaratra,MG12,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:12109390,12109390,1603:45:16:450:0,1603:45:16:450:1:12,1603:45:16:450:2:12109,1603:45:16:450:3:12109390,Alarobia Bemaha,MG12109390,,,,Betafo,MG12109,Vakinankaratra,MG12,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:12109490,12109490,1603:45:16:450:0,1603:45:16:450:1:12,1603:45:16:450:2:12109,1603:45:16:450:3:12109490,Andrembesoa,MG12109490,,,,Betafo,MG12109,Vakinankaratra,MG12,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:12110010,12110010,1603:45:16:450:0,1603:45:16:450:1:12,1603:45:16:450:2:12110,1603:45:16:450:3:12110010,Ambatolampy,MG12110010,,,,Ambatolampy,MG12110,Vakinankaratra,MG12,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:12110030,12110030,1603:45:16:450:0,1603:45:16:450:1:12,1603:45:16:450:2:12110,1603:45:16:450:3:12110030,Morarano,MG12110030,,,,Ambatolampy,MG12110,Vakinankaratra,MG12,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:12110050,12110050,1603:45:16:450:0,1603:45:16:450:1:12,1603:45:16:450:2:12110,1603:45:16:450:3:12110050,Ambohipihaonana,MG12110050,,,,Ambatolampy,MG12110,Vakinankaratra,MG12,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:12110070,12110070,1603:45:16:450:0,1603:45:16:450:1:12,1603:45:16:450:2:12110,1603:45:16:450:3:12110070,Manjakatompo,MG12110070,,,,Ambatolampy,MG12110,Vakinankaratra,MG12,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:12110090,12110090,1603:45:16:450:0,1603:45:16:450:1:12,1603:45:16:450:2:12110,1603:45:16:450:3:12110090,Ambatondrakalavao,MG12110090,,,,Ambatolampy,MG12110,Vakinankaratra,MG12,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:12110110,12110110,1603:45:16:450:0,1603:45:16:450:1:12,1603:45:16:450:2:12110,1603:45:16:450:3:12110110,Andriambilany,MG12110110,,,,Ambatolampy,MG12110,Vakinankaratra,MG12,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:12110130,12110130,1603:45:16:450:0,1603:45:16:450:1:12,1603:45:16:450:2:12110,1603:45:16:450:3:12110130,Belambo Firaisana,MG12110130,,,,Ambatolampy,MG12110,Vakinankaratra,MG12,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:12110150,12110150,1603:45:16:450:0,1603:45:16:450:1:12,1603:45:16:450:2:12110,1603:45:16:450:3:12110150,Andravola Vohipeno,MG12110150,,,,Ambatolampy,MG12110,Vakinankaratra,MG12,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:12110170,12110170,1603:45:16:450:0,1603:45:16:450:1:12,1603:45:16:450:2:12110,1603:45:16:450:3:12110170,Tsiafajavona Ankaratra,MG12110170,,,,Ambatolampy,MG12110,Vakinankaratra,MG12,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:12110190,12110190,1603:45:16:450:0,1603:45:16:450:1:12,1603:45:16:450:2:12110,1603:45:16:450:3:12110190,Ambodifarihy Fenomanana,MG12110190,,,,Ambatolampy,MG12110,Vakinankaratra,MG12,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:12110210,12110210,1603:45:16:450:0,1603:45:16:450:1:12,1603:45:16:450:2:12110,1603:45:16:450:3:12110210,Sabotsy Namatoana,MG12110210,,,,Ambatolampy,MG12110,Vakinankaratra,MG12,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:12110230,12110230,1603:45:16:450:0,1603:45:16:450:1:12,1603:45:16:450:2:12110,1603:45:16:450:3:12110230,Antanimasaka,MG12110230,,,,Ambatolampy,MG12110,Vakinankaratra,MG12,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:12110250,12110250,1603:45:16:450:0,1603:45:16:450:1:12,1603:45:16:450:2:12110,1603:45:16:450:3:12110250,Behenjy,MG12110250,,,,Ambatolampy,MG12110,Vakinankaratra,MG12,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:12110270,12110270,1603:45:16:450:0,1603:45:16:450:1:12,1603:45:16:450:2:12110,1603:45:16:450:3:12110270,Antsampandrano,MG12110270,,,,Ambatolampy,MG12110,Vakinankaratra,MG12,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:12110291,12110291,1603:45:16:450:0,1603:45:16:450:1:12,1603:45:16:450:2:12110,1603:45:16:450:3:12110291,Antanamalaza,MG12110291,,,,Ambatolampy,MG12110,Vakinankaratra,MG12,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:12110292,12110292,1603:45:16:450:0,1603:45:16:450:1:12,1603:45:16:450:2:12110,1603:45:16:450:3:12110292,Antakasina,MG12110292,,,,Ambatolampy,MG12110,Vakinankaratra,MG12,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:12110310,12110310,1603:45:16:450:0,1603:45:16:450:1:12,1603:45:16:450:2:12110,1603:45:16:450:3:12110310,Tsinjoarivo,MG12110310,,,,Ambatolampy,MG12110,Vakinankaratra,MG12,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:12110330,12110330,1603:45:16:450:0,1603:45:16:450:1:12,1603:45:16:450:2:12110,1603:45:16:450:3:12110330,Andranovelona,MG12110330,,,,Ambatolampy,MG12110,Vakinankaratra,MG12,Madagascar,MG,2010-12-31,2020-02-20,
